[ 2014-11-04T09:41:24+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Tag[ route_check ] --END-- [ RunTime:0.004106s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003355s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Run CheckLang Behavior [ RunTime:0.005638s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Tag[ app_begin ] --END-- [ RunTime:0.010825s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | NOTIC: [8] A session had already been started - ignoring session_start() CommonAction.class.php 第 9 行.
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Tag[ view_template ] --START--
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Run LocationTemplate Behavior [ RunTime:0.002766s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Tag[ view_template ] --END-- [ RunTime:0.003986s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Run ParseTemplate Behavior [ RunTime:0.153850s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Tag[ view_parse ] --END-- [ RunTime:0.155007s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Run ContentReplace Behavior [ RunTime:0.002963s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Run TokenBuild Behavior [ RunTime:0.003399s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001476s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Run ShowRuntime Behavior [ RunTime:0.004438s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015481s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Tag[ view_end ] --START--
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Run ShowPageTrace Behavior [ RunTime:0.002021s ]
[ 2014-11-04T09:57:27+08:00 ] /api/Index/doc | INFO: Tag[ view_end ] --END-- [ RunTime:0.003164s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Tag[ route_check ] --START--
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Run CheckRoute Behavior [ RunTime:0.002654s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003805s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003840s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Run CheckLang Behavior [ RunTime:0.005614s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.011383s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | NOTIC: [8] A session had already been started - ignoring session_start() CommonAction.class.php 第 9 行.
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Tag[ view_template ] --START--
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Run LocationTemplate Behavior [ RunTime:0.002299s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Tag[ view_template ] --END-- [ RunTime:0.003549s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T09:57:35+08:00 ] /api/Index | NOTIC: [8] Undefined index: user c672f1100a526cc6ab8e16596cbd0ab0.php 第 11 行.
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Run ParseTemplate Behavior [ RunTime:0.103379s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.104590s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Run ContentReplace Behavior [ RunTime:0.003697s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Run TokenBuild Behavior [ RunTime:0.004328s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001362s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Run ShowRuntime Behavior [ RunTime:0.004556s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.017317s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Tag[ view_end ] --START--
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002362s ]
[ 2014-11-04T09:57:35+08:00 ] /api/Index | INFO: Tag[ view_end ] --END-- [ RunTime:0.003702s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Tag[ route_check ] --START--
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Run CheckRoute Behavior [ RunTime:0.003125s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004695s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003496s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Run CheckLang Behavior [ RunTime:0.005578s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.010916s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | NOTIC: [8] A session had already been started - ignoring session_start() CommonAction.class.php 第 9 行.
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Tag[ view_template ] --START--
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Run LocationTemplate Behavior [ RunTime:0.002971s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Tag[ view_template ] --END-- [ RunTime:0.004123s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T11:35:15+08:00 ] /api/Index | NOTIC: [8] Undefined index: user c672f1100a526cc6ab8e16596cbd0ab0.php 第 11 行.
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Run ParseTemplate Behavior [ RunTime:0.116911s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.118144s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Run ContentReplace Behavior [ RunTime:0.003769s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Run TokenBuild Behavior [ RunTime:0.005478s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001640s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Run ShowRuntime Behavior [ RunTime:0.005391s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.020093s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Tag[ view_end ] --START--
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002367s ]
[ 2014-11-04T11:35:15+08:00 ] /api/Index | INFO: Tag[ view_end ] --END-- [ RunTime:0.003675s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Tag[ route_check ] --START--
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Run CheckRoute Behavior [ RunTime:0.002859s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004060s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003659s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Run CheckLang Behavior [ RunTime:0.005957s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.011545s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | NOTIC: [8] A session had already been started - ignoring session_start() CommonAction.class.php 第 9 行.
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Tag[ view_template ] --START--
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Run LocationTemplate Behavior [ RunTime:0.002130s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Tag[ view_template ] --END-- [ RunTime:0.003291s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T11:36:56+08:00 ] /api/Index | NOTIC: [8] Undefined index: user c672f1100a526cc6ab8e16596cbd0ab0.php 第 11 行.
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Run ParseTemplate Behavior [ RunTime:0.112447s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.114358s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Run ContentReplace Behavior [ RunTime:0.003682s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Run TokenBuild Behavior [ RunTime:0.004875s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003258s ]
[ 2014-11-04T11:36:56+08:00 ] /api/Index | INFO: Run ShowRuntime Behavior [ RunTime:0.005049s ]
[ 2014-11-04T11:36:57+08:00 ] /api/Index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.020665s ]
[ 2014-11-04T11:36:57+08:00 ] /api/Index | INFO: Tag[ view_end ] --START--
[ 2014-11-04T11:36:57+08:00 ] /api/Index | INFO: Run ShowPageTrace Behavior [ RunTime:0.004352s ]
[ 2014-11-04T11:36:57+08:00 ] /api/Index | INFO: Tag[ view_end ] --END-- [ RunTime:0.006491s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Tag[ route_check ] --START--
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Run CheckRoute Behavior [ RunTime:0.003854s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Tag[ route_check ] --END-- [ RunTime:0.005371s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003465s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Run CheckLang Behavior [ RunTime:0.006052s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.011443s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | NOTIC: [8] A session had already been started - ignoring session_start() CommonAction.class.php 第 9 行.
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Tag[ view_template ] --START--
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Run LocationTemplate Behavior [ RunTime:0.002970s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Tag[ view_template ] --END-- [ RunTime:0.004131s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T11:46:14+08:00 ] /api/Index | NOTIC: [8] Undefined index: user c672f1100a526cc6ab8e16596cbd0ab0.php 第 11 行.
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Run ParseTemplate Behavior [ RunTime:0.110867s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.112264s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Run ContentReplace Behavior [ RunTime:0.003495s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Run TokenBuild Behavior [ RunTime:0.005582s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001681s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Run ShowRuntime Behavior [ RunTime:0.005055s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.019667s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Tag[ view_end ] --START--
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002212s ]
[ 2014-11-04T11:46:14+08:00 ] /api/Index | INFO: Tag[ view_end ] --END-- [ RunTime:0.004113s ]
[ 2014-11-04T11:46:18+08:00 ] /Api/Goods/getCategory?token=5ppqof67vpkie12n7f32qd1l62 | ERR: (ThinkException) 非法操作getCategory
[ 2014-11-04T11:46:29+08:00 ] /api/Index | INFO: Tag[ route_check ] --START--
[ 2014-11-04T11:46:29+08:00 ] /api/Index | INFO: Run CheckRoute Behavior [ RunTime:0.004616s ]
[ 2014-11-04T11:46:29+08:00 ] /api/Index | INFO: Tag[ route_check ] --END-- [ RunTime:0.007711s ]
[ 2014-11-04T11:46:29+08:00 ] /api/Index | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.005025s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Run CheckLang Behavior [ RunTime:0.006262s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.014574s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | NOTIC: [8] A session had already been started - ignoring session_start() CommonAction.class.php 第 9 行.
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Tag[ view_template ] --START--
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Run LocationTemplate Behavior [ RunTime:0.003667s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Tag[ view_template ] --END-- [ RunTime:0.005486s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T11:46:30+08:00 ] /api/Index | NOTIC: [8] Undefined index: user c672f1100a526cc6ab8e16596cbd0ab0.php 第 11 行.
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Run ParseTemplate Behavior [ RunTime:0.141222s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.142951s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Run ContentReplace Behavior [ RunTime:0.003537s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Run TokenBuild Behavior [ RunTime:0.004544s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001465s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Run ShowRuntime Behavior [ RunTime:0.005983s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.019092s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Tag[ view_end ] --START--
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002208s ]
[ 2014-11-04T11:46:30+08:00 ] /api/Index | INFO: Tag[ view_end ] --END-- [ RunTime:0.003684s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Tag[ route_check ] --START--
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Run CheckRoute Behavior [ RunTime:0.003734s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Tag[ route_check ] --END-- [ RunTime:0.005003s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003504s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Run CheckLang Behavior [ RunTime:0.006983s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.012415s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | NOTIC: [8] A session had already been started - ignoring session_start() CommonAction.class.php 第 9 行.
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Tag[ view_template ] --START--
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Run LocationTemplate Behavior [ RunTime:0.003819s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Tag[ view_template ] --END-- [ RunTime:0.005374s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T14:01:22+08:00 ] /api/Index | NOTIC: [8] Undefined index: user c672f1100a526cc6ab8e16596cbd0ab0.php 第 11 行.
